user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
#DiscoverWedza🇿🇼🇿🇼Discover🇿🇼,"Mashonaland East, Zimbabwe",#investinwedza#zimbabwe 🇿🇼🇿🇼 Mash East best®️#menuplanning#costcontrol#foodpresantation#cocktailmenus #anything food #anythingonwedza,2018-02-27 08:33:04,1243,2466,14434,False,2022-01-22 21:27:14,@nickmangwana #school remain closed #resturants no sitting allowed so this #covid only doesn't spread kwenyu please save our economy and education sector. This doesn't make sense at all @nickmangwana,"['school', 'resturants', 'covid']",Twitter for Android,False
Lisa Marie Meadows,United States,Author/Nurse/Actor/Instagram lisamariemeadows/⚽️🚀📙#BLM A Wave Series -Pandemic Romance https://t.co/GTz4RazT1m https://t.co/aY0YQsOBC1,2018-08-24 05:05:50,7129,7770,9465,False,2022-01-22 21:27:03,"@blogTO A New light of hope has awakened on the horizon, as the world emerges from the pandemic. Will Shelby and Simon overcome this final obstacle? What will our world look like? We will have to wait and see.-A Third Wave-The Survival. #COVID #Omicron #booktwt 
https://t.co/7AHELPzbnY https://t.co/6EhogCeAWo",,Twitter Web App,False
call me Al,,"Just a nurse, doing my best.

I work in germany, have taken on german citizenship... but am English through and through 🤷‍♂️",2021-11-12 13:24:30,93,431,1900,False,2022-01-22 21:26:41,Finaly some news other than #COVID https://t.co/bom8cM5CFz,['COVID'],Twitter for Android,False
Jay Hover,,,2017-11-29 14:51:33,1,0,72,False,2022-01-22 21:25:57,"@DukeGOP @amber_athey Difference is rich white girl can get a tummy tuck, RX weight loss and trainer. Poor white girl gets fat co morbidities and dies of #covid",,Twitter Web App,False
Jon Perr,"Portland, OR",Bringing light to the darkness of American politics.,2009-04-22 20:43:14,1096,169,3913,False,2022-01-22 21:25:55,"@scoutprime Aaron Rodgers is completely wrong about the CDC study. It found that the odds of a vaccinated person dying from #COVID are minuscule. But of the few vaxxed who did die, 75% had four or more co-morbidities. https://t.co/AokMWOohsq",,Twitter for iPhone,False
Modern Hippie Kitchen,"Fort Worth, TX","Sarah McClellan-Brandt: Healthy recipes, #glutenfree, sometimes #paleo, some kid cooking videos thrown in. Cocktails too!",2020-11-08 22:28:07,100,332,441,False,2022-01-22 21:25:45,Now that’s great news. #wine #covid https://t.co/ihaoWolTQM,"['wine', 'covid']",Twitter for iPhone,False
"Patricia Anne Rodger: as WOKE as possible, always","Edinburgh, Scotland","Amnesty-award winning activist; loves cats, despises Tories and narcissists.",2015-08-05 08:32:51,731,591,65029,False,2022-01-22 21:25:36,"@ramstahh @sophielouisecc they respect her and the fact that fewer than 50 people have died of #Covid in #NZ. fewer than 50.  more than 170,000 have died of Covid in the #UK. that's why they follow the rules she asks them to observe. #JacindaArdern","['Covid', 'NZ']",Twitter Web App,False
OUR Melanin is DIVINE,,Follow&LOVE JESUS. Focused on producing a better world 4 my amazing Grandson ZION. RETIRED veteran from  Air Force (Master Sergeant),2014-10-15 17:42:00,90,811,30408,False,2022-01-22 21:25:32,"@TiffanyDCross
  and 
@DrJasonJohnson
 here's the Roland Martin episode where .
@BAshbyMD
 speaks on #CBD can be used as #Covid med. Loved today's show and Instagram Live #CrossConnection https://t.co/qwXYKsyUob",['CBD'],Twitter Web App,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,763,False,2022-01-22 21:25:16,7 Day Covid Growth in Deaths per 1K Population by County For VT   2022-01-18:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/35BzFINijA,,smcapplication,False
Steve Davies,"Canberra, Australia",Researcher│Ethical government activist│Public servant 30+years steve8davies@gmail.com 🏴󠁧󠁢󠁷󠁬󠁳󠁿,2009-11-06 07:13:54,4693,4049,12019,False,2022-01-22 21:25:13,@MargaretClark12 Despite the fact that the radical neo-capitalist agenda has failed and it’s deep flaws exposed by #Covid they stupidly persist. They have nowhere to go and nothing to offer the people of Australia.,,Twitter for iPad,False
datastocks,Canada,"My name is Rene Pineda. Trader and Award Winner Author of   ""The Illiterate Investor "" Simple Strategies to Invest in The Stock Market.",2015-12-04 21:42:05,3193,4214,283,False,2022-01-22 21:24:35,"Ontario. Julie Kwiecinski, CFIB director of provincial affairs for Ontario says the average small business in Ontario now has an estimated $190,000 in #COVID-19 debt, and that 18.5 per cent of Ontario small businesses are considering bankruptcy.",,Twitter Web App,False
Brenda Kelly,"Oxford, England","Doctor-obstetrician, mother, selkie and occasional troublemaker. 

Views expressed are my own.",2019-01-19 15:17:33,662,253,1607,False,2022-01-22 21:24:33,"@Poppyjuice is on point with this thread. Timely, truthful and essential context. Please for those #NHS colleagues still unvaccinated vs #covid, unsure, angry or afraid... read this. https://t.co/QgfxFRDgTn",['NHS'],Twitter for Android,False
David Michaels,Canada/USA,"Keeping up with crowdfunding, DAOs, NFTs, epidemiology, AI, engineering, and health news",2019-02-10 01:53:59,119,1377,1638,False,2022-01-22 21:24:17,"Do you feel comfortable using hand dryers in public restrooms / washrooms in the mall or office?

#COVID is in the air
#OmicronVarient 
#COVID19",['COVID'],Twitter Web App,False
Justin Farmer 🎧🌹♿🚴🏾‍♂️,"Hamden, CT","https://t.co/zr0jhwtLIq
https://t.co/goVkAh618O
Activist Elected Official
City Councilor in Hamden's 5th, CT
On the Steering Committee of @centralctdsa🌹🐋",2017-07-05 20:16:28,1945,2631,18004,False,2022-01-22 21:24:05,"7/17 Insurrectionists are not on our timeline; Reproductive justice is not on our timeline; These things cannot wait until tomorrow.
It seems like a lifetime ago before #COVID, before #GeorgeFloyd, but if we don't act now, then when will we have these conversations? https://t.co/0472lNlaeY",,Twitter Web App,False
Dan Nelson,"Washington State, USA",Happiness is an empty nest ! Retired Air Force. SeaHawk fan since 1976,2009-04-19 03:06:46,313,790,29491,False,2022-01-22 21:23:51,"@umms @greene0049 They should set up a special wing of the hospital parking garage for the #unvaccinated to leave the rest the hospital for smart people. Not vaccinated? Sorry, you go to the end of the line. #antivaxxers #coronavirus #COVID",['unvaccinated'],Twitter Web App,False
🌺 𝕋𝕙𝕖 𝕊ℕ𝔼𝔸𝕂𝕐 𝔻𝕠𝕔 🌺,,Anonymous Twitter Doc rising from the ashes. 🟡⚫️ Anarcho-Capitalist Supreme 🏥 FEMA Crisis Responder🗽Founding Member of G.A.N.G.🗽 #GANG #LiveFreeOrDie #3D2A,2022-01-08 20:18:37,492,237,2217,False,2022-01-22 21:23:47,"My #ImmuneSystem has been 100% effective at keeping me safe from #COVID 
#KnockOnWood https://t.co/QICawYa41L","['ImmuneSystem', 'COVID', 'KnockOnWood']",Twitter for iPhone,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,763,False,2022-01-22 21:23:39,7 Day Covid Growth in Deaths per 1K Population by County For VT   2022-01-18:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/KZQ4RbrONw,,smcapplication,False
AndthePoetwrote,United States,( my ideas are my own ) Disabled grouchy pants who exists mostly because I was born. Also autistic. 21+ only. Kink friendly,2014-07-26 17:07:27,163,588,7808,False,2022-01-22 21:23:31,@HydroAssoc there is more science about how #covid can affect the #csf. Y’all said not to be worried. Are you going to redact that statement now?,"['covid', 'csf']",Twitter for iPhone,False
.,,My adjectives are noisy and chaotic.,2020-05-10 22:35:47,317,429,3883,False,2022-01-22 21:23:28,sloan is a racist gay basher who makes Max look like a boy scout. anyone who thought it was a good idea to let him speak should go over that old saying about dogs and fleas. #nlpoli #covid https://t.co/LJ7LIyrXjq,,Twitter Web App,False
Skye Akbar,"Adelaide Hills, Australia","She/Her
Mum+Sister+Aunty+Researcher
Wongutha heart and always homesick
From nowhere near no where you would know of
Views are my own and iffy at best",2015-12-03 00:10:03,902,1664,35763,False,2022-01-22 21:23:11,"Had my third jab yesterday. Said to the nurse 'Thank you for everything that you're doing here and for helping everyone'. He looked a bit surprised, took a moment, then said 'Thank you, people don't say that much'.

So if you get the chance, thank a nurse.

#Covid",,Twitter for Android,False
KatrinaLyon,"Bellingham, WA",Freckle-faced freelancer in the beautiful PNW. Still believe in the power of good people to change the world. 😷#BLM ❤️,2014-01-15 08:18:54,426,682,64410,False,2022-01-22 21:22:37,"Thank you @JoeBiden and @WhiteHouse for the free rapid tests delivered so fast! We will continue to do our part (vaccines ✅, boosters ✅, masks with filters ✅, social distancing and testing when experiencing cold symptoms ✅) to end this pandemic. #CovidTesting #COVID #YesWeCan",,Twitter for iPhone,False
HelHathFury 🌑,"Asheville, NC","#BlackLivesMatter  
UnApologeticWomanist #AbortionIsAReligiousFreedomIssue, NorseWiccanCrone, #Spoonie🦽",2009-04-23 17:46:59,2738,3457,239412,False,2022-01-22 21:22:21,"@Janemarch888 @TheDudeInSF @proabortcomrade Contraception can and does fail thru no fault of the user. And w most hormonal methods there's no way to know about a failure *until* pregnancy. 🤷🏻‍♀️

We accept A LOT of killing, Jane. #SchoolShootings #MassShootings #COVID buck up buttercup",,Twitter for Android,False
Human Barbed Wire,Piercing your consciousness,ANTI anti-Asian megalomaniac progressives & conservatives. BOTH Dems & GOP must stop Asian hate. RTs & likes do NOT=endorsement. Get vaxxed to save the at-risk!,2021-10-14 22:25:40,26,366,2452,False,2022-01-22 21:21:49,"Doesn't take a Sherlock to figure this out! Without vaxxes, folks are hastening their trip to Hades. The proper hashtag is likelydeathifnotvaxxed. #COVID19 #COVID #vaccine #vaccines #vaccination #VaccineDeaths #LongCovid #VaxToTheMax #GetVaxxed #omicron https://t.co/N0MMaidtVN",,Twitter Web App,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,763,False,2022-01-22 21:21:34,7 Day Covid Growth in Deaths per 1K Population by County For UT   2022-01-18:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/lWToZ33Ewn,,smcapplication,False
斉藤一博,,地方の市民。ポピュリズム、劇場型政治反対。教育は｢国家百年の計｣であり、合理主義や実利主義は持ち込んではならない。日本の最大の課題は、高齢化と巨額の累積債務をどうするのか、これに尽きると思う。,2011-03-08 22:16:15,191,67,11462,False,2022-01-22 21:21:03,"It's been two years since the Lockdown of Wuhan City today.  By April, 3,800 people had died.  However, the source of infection and the mechanism of outbreak are uncooperative with China.

#Wuhan #WuhanCityLockdown #Lockdown #covid #covid19 #China https://t.co/6JBJa0y9gn",,Twitter for iPhone,False
El American,USA,"A new digital media platform for Hispanics providing thought provoking news, culture, opinion and analysis. Unapologetically Pursuing Freedom.",2020-10-14 23:39:37,47116,159,764,False,2022-01-22 21:21:00,"#Opinion | “If the fear of #COVID is over, the pandemic is equally over, because the only thing that keeps it going is hysteria.” https://t.co/1L6u65J9xE by @OrlvndoA","['Opinion', 'COVID']",Buffer,False
Geopolitics & Empire,The Heartland,Interviews w/ experts. Host: @HrvojePM SoundCloud https://t.co/fXpvjO0lxI Odysee https://t.co/hlZGUTMb7s Email List https://t.co/CbNpcnzJKT Telegram https://t.co/jvidoxP2If Support https://t.co/3sV4KGJjzZ,2015-02-22 23:55:05,12121,2733,1783,False,2022-01-22 21:20:26,"Absolute MUST-READ book ""States of Emergency"":

""It can be established with a high degree of certainty that the #Covid crisis is a fraud, serving as cover for a political seizure of power."" @KeesvdPijl1

On SALE now via @claritypress: https://t.co/Ets9swBHa2 https://t.co/YEGFWXlP13",,Twitter Web App,False
Ray Rahman,"Melbourne, Victoria",Ain't nothin' but a Doge thang 😎,2016-07-17 13:25:00,39,81,2920,False,2022-01-22 21:20:18,"Remember when Kanye said slavery was a choice. Guess catching #Covid must be a choice too. Now lifestyle choices are to blame - in other words, if someone chooses to be fat, they deserve to die right? With this selfish mentality, no wonder we're fucked. #auspol #COVID19Aus https://t.co/12GBjS3Lqy",['Covid'],Twitter for Android,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,763,False,2022-01-22 21:19:52,7 Day Covid Growth in Deaths per 1K Population by County For UT   2022-01-18:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/hyeCIkBZ8V,,smcapplication,False
JS Martin II,"Portland, OR","Conflicted Individual ....Messy, Flawed And Prone to Lunacies .....#JUSTWINBABY",2009-02-01 02:14:57,1151,3875,24126,False,2022-01-22 21:19:46,It appears #Washington state has already gone through its volume of #covid #test kits it is mailing to residents. The website to order kits went live 36 hours ago. https://t.co/sBBVunzHP0,"['Washington', 'covid', 'test']",Twitter for Android,False
Protecting Their Future,,"We are a grassroots group of physicians, parents, and activists advocating on behalf of our young children and patients to have access to COVID-19 vaccines.",2022-01-17 21:55:21,174,142,51,False,2022-01-22 21:19:00,Kids under 5 STILL have no access to Covid vaccines. Let's change that! https://t.co/gkzHydSBI8 #Covid #ImmunizeUnder5s #VaccinesWork,"['Covid', 'ImmunizeUnder5s', 'VaccinesWork']",Twitter Web App,False
🤯 ~ Stay 🆓 ~ ♥,Nuremberg Code II,"You had it coming
---
All the COVID V's have only 2 ingredients 👉
SAFE and EFFECTIVE™
---
#NoVaccinePassportsAnywhere
#NoVaccineMandates
#NoGreenPass",2015-07-04 19:00:24,34,72,788,False,2022-01-22 21:18:57,"@CocaCola maybe you want to look into this...
kudos to https://t.co/TPxHLuasmD :))))
#covid #antigentest https://t.co/NqIj2OUa73","['covid', 'antigentest']",Twitter Web App,False
Matteo81🇮🇹🏳️‍🌈🇪🇺🖤🤍,,,2020-03-08 14:41:09,7,88,182,False,2022-01-22 21:18:50,@NinoJfc Il covid is new risentimento muscolare #Vlahovic #covid #VlahovicAllaJuve,"['Vlahovic', 'covid', 'VlahovicAllaJuve']",Twitter for Android,False
SNP Socialists,Scotland,"A group for SNP members who identify themselves as socialists, left republicans and social democrats.",2016-06-26 12:46:02,1912,1105,3169,False,2022-01-22 21:18:28,Plague Positive - Douglas Haywood. https://t.co/frq2EOVb8o #covid,['covid'],Twitter Web App,False
Aya Kachi 👻 Normal & Mild 👻,"Zurich, Switzerland","Tweeting personal interests in higher education, climate & energy. Rediscovering love of political methodology.",2014-12-07 15:37:38,1188,1247,14466,False,2022-01-22 21:18:17,We knew this was coming. 🤨 And it’s not gonna change until there is a cohort change in politicians. 🤨#Covid #disability #LongCovid https://t.co/cwPY4q4RYl,['Covid'],Twitter for iPhone,False
Emma Lewis,"Kingston, Jamaica",34 years in Jamaica. Oxford alumna. Blogger. Writer. Earth lover. NHMJ. RPJ. BirdsCaribbean. Gooner. https://t.co/zfTSaIuF0i…,2010-08-05 20:57:37,17269,18697,69208,False,2022-01-22 21:17:46,"COVID quarantine is no fun, but Kingston-based Stuart Reeves says the birds in his backyard provided fun, amusement - and hope! #covid #quarantine #athome #birdingphotography #birding #backyardoasis  #backyardbirding #Kingston #Jamaica #KingstonJamaica https://t.co/1Jv8PpwT1t",,LinkedIn,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,763,False,2022-01-22 21:17:43,7 Day Covid Growth in Deaths per 1K Population by County For TX   2022-01-18:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/DllVwtVuYK,,smcapplication,False
Steve Kaye,"Placentia, CA 92870","Author, Photographer, Speaker - Articles, books, & talks on how to make a difference & to inspire respect for Nature. #environment #photos #green",2008-04-16 23:34:38,420,46,14167,False,2022-01-22 21:16:50,COVID is a lethal illness with sometimes long tern effects. Get vaccinated. Wear a mask. And stay safe. #COVID19 #COVID https://t.co/AppGDfBmi8,['COVID19'],Twitter Web App,False
That One Guy,Planet Earth,"Shit disturber. I'm not prejudiced, I hate everyone. Recently moved from Disruptive to 43% Satisfactory - Bot Sentinel",2010-08-20 20:56:53,385,1416,596,False,2022-01-22 21:16:27,"When the need to blame anything but yourself for catching the ""virus"", and you're so sick that all you can do is take the time to document your self inflicted torment for your followers. #COVID #antivaxxers are dumb. https://t.co/uOoPnpva0B",,Twitter for iPhone,False
Diana Pop,"Bucureşti, România","Painter, drawer, singer, songwriter, journalist, actress, dancer... wannabe. #RefugeesWelcome What journalism is (supposed to be) https://t.co/qwsHZYl9o2",2009-02-06 14:31:23,3509,5002,156611,False,2022-01-22 21:15:37,"""Amazon was sued by New York State in February 2021 for “flagrant disregard for health and safety requirements” in some of its warehouses during the Covid-19 pandemic."" 

But it's okay because the real important thing out of all this is that Jeff Bezos is doing alright. 👌 #COVID https://t.co/vUQ5kGmLGY",,Twitter for Android,False
Lisa Marie Meadows,United States,Author/Nurse/Actor/Instagram lisamariemeadows/⚽️🚀📙#BLM A Wave Series -Pandemic Romance https://t.co/GTz4RazT1m https://t.co/aY0YQsOBC1,2018-08-24 05:05:50,7129,7770,9465,False,2022-01-22 21:15:35,"@SuperRare A New light of hope has awakened on the horizon, as the world emerges from the pandemic. Will Shelby and Simon overcome this final obstacle? What will our world look like? We will have to wait and see.-A Third Wave-The Survival. #COVID #Omicron #booktwt 
https://t.co/7AHELPzbnY https://t.co/8cZhyoKO1m",,Twitter Web App,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,763,False,2022-01-22 21:15:22,7 Day Covid Growth in Deaths per 1K Population by County For TX   2022-01-18:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/oQkPCNlaEQ,,smcapplication,False
Erin Ealey King,,"Wife, Mama, Certified Child Life Specialist, ✝️, Endometriosis and Adenomyosis advocate. TX to AK.",2011-04-09 04:03:42,308,263,13011,False,2022-01-22 21:15:21,An old co-worker friend that’s also a peds Social Worker shared this on FB &amp; I immediately stole it to share. So good that I wanted to share here. #mask #Covid #MedTwitter https://t.co/on8UO5vAyc,,Twitter for iPhone,False
Adam,"Baltimore, MD USA",Revelation 14:6-12 Third Angels Message,2010-08-24 21:48:50,2222,4121,4547,False,2022-01-22 21:15:06,"@Reuters #VaccinePassports #VaccineMandates #VaccineDeath #vaccine #COVID19 #COVID #Terrorism #Depopulation #genocide #Nazi #Fascism #Pharma 

01_The Destruction of Jerusalem - 
Great Controversy (1911) Ellen G. White
https://t.co/hS59sEHsuz

The Secret Terrorists
https://t.co/nSEmzGlnBV https://t.co/gEpbgRNOjA","['VaccinePassports', 'VaccineMandates', 'VaccineDeath', 'vaccine', 'COVID19', 'COVID', 'Terrorism', 'Depopulation']",Twitter for iPad,False
Global Rescue,,"Global Rescue provides travel risk and crisis management services to individuals, enterprises and governments.",2009-02-19 15:52:32,2625,2612,571,True,2022-01-22 21:15:01,"Travel Alert: India has extended a #COVID-19 flight ban through Feb. 28. All commercial international flights to and from India will remain suspended. https://t.co/cZ6m4G3mIG
#travelsafety #travelprepared",['COVID'],Hootsuite Inc.,False
NewsOnePlace.com,,"https://t.co/WWMmIkl7DB is a news aggregator, it gathers news from different sources around the UK and the world, 24/7 automatically. All news in one place.
#TrendsSpy",2015-09-03 13:15:22,993,144,11,False,2022-01-22 21:14:49,(Manchester Evening News):#Latest #Covid figures for Greater Manchester as cases continue to plummet across region : The region saw 40 per cent fewer cases compared to last week and fewer hospital admissions .. #TrendsSpy https://t.co/iOhh04Pqj3 https://t.co/OqCZlISb1g,"['Latest', 'Covid']",Newsoneplace To Twitter,False
Lucy Ortiz,New York,"Writer / Artist.....Some succeed because they're destined to, but most succeed because they're determined to.",2015-11-30 18:33:56,2000,781,213278,False,2022-01-22 21:14:43,Exactly!! (And may I add the vaccines r FREE) #COVID https://t.co/QlgnPdyshw,['COVID'],Twitter Web App,False
@mit,"Jamalpur, India",,2017-10-04 10:57:30,91,1107,206,False,2022-01-22 21:14:39,"@MungerDm @officecmbihar @PMOIndia @dr_inventor #covid There is a medicine from Dr A k sharma  for coivi 19. 
+91 73600 52224 https://t.co/zEkh87Qgbx",['covid'],Twitter for Android,False
Philipp R,The Internet,"Open Source, FinTech, Marco Ecology and Economy and loads of other strange stuff.",2018-06-24 03:04:40,99,571,162,False,2022-01-22 21:14:19,whoop #whoop #buythedip #Omicron is going to be a short season #covid,"['whoop', 'buythedip', 'Omicron', 'covid']",Twitter for iPhone,False
Chip Spencer,,"Husband. Father. Member, The Church of Jesus Christ of Latter-day Saints. Getting older. Still think I'm young. Reader. Observer. Marine. Fly fisherman.",2016-03-11 02:32:33,246,615,43379,False,2022-01-22 21:14:16,It was wrong to try and create 0 #COVID-19.,['COVID'],Twitter for iPhone,False
Myrtroen,The Kosmos,Occultum Lux ad Infinitum,2021-11-23 06:27:30,67,368,4740,False,2022-01-22 21:13:52,"So proud of the people of my ancestral homeland.🇳🇴#Norway had one of the most common sense and non-biased scientific responses to #Covid this entire time,along with the other #Scandinavians like #Denmark, #Iceland and #Sweden.All while presenting human rights. #NoVaccinePassports https://t.co/u8TdaiD1HF",['Norway'],Twitter for iPhone,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,763,False,2022-01-22 21:13:36,7 Day Covid Growth in Deaths per 1K Population by County For TN   2022-01-18:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/jUfSpvHwWo,,smcapplication,False
Adam,"Baltimore, MD USA",Revelation 14:6-12 Third Angels Message,2010-08-24 21:48:50,2222,4121,4547,False,2022-01-22 21:13:30,"@Reuters #VaccinePassports #VaccineMandates #VaccineDeath #vaccine #COVID19 #COVID #Terrorism #Depopulation #genocide #Nazi #Fascism #Pharma 

01_The Destruction of Jerusalem - 
Great Controversy (1911) Ellen G. White
https://t.co/hS59sEHsuz

The Secret Terrorists
https://t.co/nSEmzGlnBV https://t.co/wqQE0A3VDh","['VaccinePassports', 'VaccineMandates', 'VaccineDeath', 'vaccine', 'COVID19', 'COVID', 'Terrorism', 'Depopulation']",Twitter for iPad,False
Jared DuBois,Maui,"Political Scientist, Computer Programmer, former Candidate for Hawaii State Senate",2011-03-29 09:03:36,39,242,703,False,2022-01-22 21:13:16,As the world teeters over the abyss bc of #Ukraine I focus more on humanity as a whole rather thn parts &amp; players &amp; puppets. Gov &amp; West esp are meaningless as drones have given up free will &amp; hitch brains to disinfo &amp; #COVID policies have shown intel rot where intelligence shd be,['Ukraine'],Twitter for iPhone,False
Lisa Marie Meadows,United States,Author/Nurse/Actor/Instagram lisamariemeadows/⚽️🚀📙#BLM A Wave Series -Pandemic Romance https://t.co/GTz4RazT1m https://t.co/aY0YQsOBC1,2018-08-24 05:05:50,7129,7770,9465,False,2022-01-22 21:13:01,"@mtlblog A New light of hope has awakened on the horizon, as the world emerges from the pandemic. Will Shelby and Simon overcome this final obstacle? What will our world look like? We will have to wait and see.-A Third Wave-The Survival. #COVID #Omicron #booktwt 
https://t.co/7AHELPzbnY https://t.co/LgzpvuhwI6",,Twitter Web App,False
Adam,"Baltimore, MD USA",Revelation 14:6-12 Third Angels Message,2010-08-24 21:48:50,2222,4121,4547,False,2022-01-22 21:12:54,"@Reuters #VaccinePassports #VaccineMandates #VaccineDeath #vaccine #COVID19 #COVID #Terrorism #Depopulation #genocide #Nazi #Fascism #Pharma 

01_The Destruction of Jerusalem - 
Great Controversy (1911) Ellen G. White
https://t.co/hS59sEHsuz

The Secret Terrorists
https://t.co/nSEmzGlnBV https://t.co/ACOR5vUBby","['VaccinePassports', 'VaccineMandates', 'VaccineDeath', 'vaccine', 'COVID19', 'COVID', 'Terrorism', 'Depopulation']",Twitter for iPad,False
FollowTheCrumbs,Also on Gettr,“No one is more hated than he who speaks the truth.” – Plato,2021-02-09 03:01:27,39,14,429,False,2022-01-22 21:12:45,"#California Kids 12 And Older To Get The #Covid #Vaccine Without Their Parents Approval. #Sacramento Senator Doctor Richard Pan And #SanFrancisco #Senator #ScottWiener Introduced #SB866 Today. 

More Details: https://t.co/Rc8bAxDwuu https://t.co/bKueY1TMDh","['California', 'Covid', 'Vaccine', 'Sacramento']",Twitter Web App,False
Adam,"Baltimore, MD USA",Revelation 14:6-12 Third Angels Message,2010-08-24 21:48:50,2222,4121,4547,False,2022-01-22 21:12:44,"@Reuters #VaccinePassports #VaccineMandates #VaccineDeath #vaccine #COVID19 #COVID #Terrorism #Depopulation #genocide #Nazi #Fascism #Pharma 

01_The Destruction of Jerusalem - 
Great Controversy (1911) Ellen G. White
https://t.co/hS59sEHsuz

The Secret Terrorists
https://t.co/nSEmzGlnBV https://t.co/rBAjpbNcOK","['VaccinePassports', 'VaccineMandates', 'VaccineDeath', 'vaccine', 'COVID19', 'COVID', 'Terrorism', 'Depopulation']",Twitter for iPad,False
Ben Kitchings The History Voyager Podcast,,"#GoJetsGo #ATLUTD
History Voyager Podcast now on Podbean, Apple, Spotify etc",2019-03-01 22:13:38,398,975,5086,False,2022-01-22 21:12:42,"@Historian_Steve #Covid changed the rules of the game, literally and figuratively.",['Covid'],Twitter for Android,False
David Redkey,,"I'm a father, a writer, and a teacher who is doing what is best for my family.",2015-12-05 15:46:23,27,33,193,False,2022-01-22 21:12:28,@willhumble_az @JoeKGerald @PublicHealthAZ We are number three behind Mississippi and Pennsylvania. #covid #covid19,"['covid', 'covid19']",Twitter for Android,False
Jen🌱🌿🌲🌎 #ethnobotany #foodforest #nativeplants,"Bremerton, WA",I block liars. I am #ActuallyAutistic + #infodump. #Equity #biodiversity #demvoice1 #HR1 #vaccinated #ClimateActionNow #degrowth #ListenToWomen #FoodSecurity,2011-09-01 05:50:39,2549,3738,15748,False,2022-01-22 21:12:25,@GovRonDeSantis More recent coverage of what the #COVID policies of #DeathSantis has wrought upon the people of #Florida https://t.co/KMHnfEunmX,"['COVID', 'DeathSantis']",Twitter Web App,False
NewsVideos,,#Breaking_News #NBA #sports_news #us_news #daily_news #News #Videos #world_news  #WorldCup #Russia2018,2015-01-23 12:18:47,770,128,0,False,2022-01-22 21:12:24,"###NBA #COVID #Tracker: Heat's #Tyler #Herro #Enters #Protocols; #Wizards' #Unseld Jr. #Clears #Protocols, #Returns to #Bench
#Heats 
https://t.co/rXMRht1DHb","['NBA', 'COVID', 'Tracker', 'Tyler', 'Herro', 'Enters', 'Protocols', 'Wizards', 'Unseld', 'Clears', 'Protocols', 'Returns']",NewsVideos,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,763,False,2022-01-22 21:11:59,7 Day Covid Growth in Deaths per 1K Population by County For TN   2022-01-18:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/oPloPxpyCi,,smcapplication,False
Point 19 Testing,Rochdale ,Point 19 Testing provides the services of PCR Test for the UK and also fit to fly certificate.,2022-01-17 17:48:06,0,1,0,False,2022-01-22 21:11:31,"WHERE CAN I GET A LATERAL FLOW TEST KIT
https://t.co/cX6k31ZnwJ
#lfd #lateralflow #covid #uk #PCR #india #travel #point19testing #traveltesting #covidtest #Pakistan #COVID19 #covid19 #endcancer #mdanderson #covid #coronavirus #chalkart #art #houston #hospitalour #disneyblogger https://t.co/kn4jqerfZo","['lfd', 'lateralflow', 'covid', 'uk', 'PCR', 'india', 'travel']",Twitter Web App,False
