user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
TJF (blue tick coming soon🤣),,Long time listener first time caller.,2016-05-22 11:01:15,64,229,11195,False,2022-01-30 21:54:00,Just going to duck down to the local police station to get a breath test before driving. Whilst I have no symptoms of intoxication and have no memory of consuming alcohol you just can’t be too safe. I could be well over. #gettested #asymptomatic #Risk #COVID #Tests #COVIDIOTS,,Twitter for iPhone,False
Karli A. Young🌲,"Douro,Ontario, Canada ","Wildlife Photographer, Bone collector, just nature in general! LOVE IT! -tracks-bugs-trees-scat-animals-plants. **Knife&Hatchet thrower!** GO OUT AND EXPLORE!",2010-04-06 01:34:08,680,2014,8689,False,2022-01-30 21:53:58,My friend said it best here! She’s got a point doesn’t she? Couldn’t have said it better #ConvoyForFreedom2022 #mandates #COVID19 #GreaterGood #CovidVaccine #COVID https://t.co/dziAmkPKTM,['ConvoyForFreedom2022'],Twitter for iPhone,False
Scallywagandvagabond,"Manhattan, NYC","Scallywag and Vagabond is a forum for critical reviews, interviews, insights, news reporting and dissection of events in the US.",2009-10-20 19:12:27,2580,1291,129,False,2022-01-30 21:52:47,'I was born free. I am willing to die free.' Unvaccinated North Carolina man denied kidney transplant cause he refuses to get vaccinated https://t.co/GSp3TR7yoc #Chad Carswell #Atrium Health #Covid_19 #COVID19 #COVID #CovidVaccine,,Twitter Web App,False
4ncitizen,"Zachary, LA",Child of GOD! Follower of JESUS CHRIST!  PILGRIM and STRANGER of EARTH! Peace Seeker! Love Spreader! HOPEFUL in the PROMISE! Freedom Lover! Underdog Supporter!,2017-08-30 01:49:35,533,717,6182,False,2022-01-30 21:52:12,"Nanorobotics: what it is, what it can do, and how it can become reality

#Jesus Saves

#LSU #Louisiana #batonrouge LSU #covid19 #covid #coronavirus Covid-19 #nola #maga Baton Rouge #Laplace New Orleans #Ohio #Kentucky coronavirus https://t.co/x05Zmjd1Yo","['Jesus', 'LSU', 'Louisiana', 'batonrouge']",Twitter for iPad,False
just-food.com,London and Bromsgrove UK,The official twitter page of https://t.co/eg2JacXHgq - providing global food industry news and analysis.,2009-04-06 12:56:47,11268,876,84,False,2022-01-30 21:52:03,Analysis ahead of #LunarNewYear: China’s #Covid policy worsens supply-chain crunch for food makers https://t.co/sFEpoi0KKM https://t.co/CUYQk8XJ8l,"['LunarNewYear', 'Covid']",Buffer,False
4ncitizen,"Zachary, LA",Child of GOD! Follower of JESUS CHRIST!  PILGRIM and STRANGER of EARTH! Peace Seeker! Love Spreader! HOPEFUL in the PROMISE! Freedom Lover! Underdog Supporter!,2017-08-30 01:49:35,533,717,6182,False,2022-01-30 21:51:44,"#Nanorobotics

#Jesus Saves

#LSU #Louisiana #batonrouge LSU #covid19 #covid #coronavirus Covid-19 #nola #maga Baton Rouge #Laplace New Orleans #Ohio #Kentucky coronavirus https://t.co/3GU2Q28oRM","['Nanorobotics', 'Jesus', 'LSU', 'Louisiana', 'batonrouge', 'covid19', 'covid', 'coronavirus', 'nola', 'maga']",Twitter for iPad,False
claire davis,,opinion aren’t facts,2009-08-19 21:02:51,120,60,9122,False,2022-01-30 21:51:36,A reminder of what is life threatening. #Covid_19 #covid #WearAMask #coronavirus #pandemic #COVID19 #CovidTesting #COVIDisAirborne https://t.co/AFRtDc16Qh,"['Covid_19', 'covid', 'WearAMask', 'coronavirus', 'pandemic', 'COVID19', 'CovidTesting']",Twitter for iPad,False
4ncitizen,"Zachary, LA",Child of GOD! Follower of JESUS CHRIST!  PILGRIM and STRANGER of EARTH! Peace Seeker! Love Spreader! HOPEFUL in the PROMISE! Freedom Lover! Underdog Supporter!,2017-08-30 01:49:35,533,717,6182,False,2022-01-30 21:50:45,"Nanobots Used Inside Animals For First Time | 2015

#Jesus Saves

#LSU #Louisiana #batonrouge LSU #covid19 #covid #coronavirus Covid-19 #nola #maga Baton Rouge #Laplace New Orleans #Ohio #Kentucky coronavirus https://t.co/OJy295oyW1","['Jesus', 'LSU', 'Louisiana', 'batonrouge', 'covid19', 'covid']",Twitter for iPad,False
Laurie Wiegler,"Branford, CT","Writer, reporter, tutor and @kingsartshums (M.A. 18th c. studies) & @SFSUEnglish (B.A. Eng.) alumna.  Opinions = mine. Wrote my thesis on 18th c 🔭 and other 🔬",2009-03-19 14:22:50,1188,586,15449,False,2022-01-30 21:50:26,Absolutely. I’m sure many with #LongCovid wish they were dead (aka pain free). #Covid https://t.co/ugmXxjpe3i,"['LongCovid', 'Covid']",Twitter for iPad,False
4ncitizen,"Zachary, LA",Child of GOD! Follower of JESUS CHRIST!  PILGRIM and STRANGER of EARTH! Peace Seeker! Love Spreader! HOPEFUL in the PROMISE! Freedom Lover! Underdog Supporter!,2017-08-30 01:49:35,533,717,6182,False,2022-01-30 21:50:15,"Robot surgeons and artificial life: the promise of tiny machines - BBC News

#Jesus Saves

#LSU #Louisiana #batonrouge LSU #covid19 #covid #coronavirus Covid-19 #nola #maga Baton Rouge #Laplace New Orleans #Ohio #Kentucky coronavirus https://t.co/FJ50x7oubV","['Jesus', 'LSU', 'Louisiana']",Twitter for iPad,False
4ncitizen,"Zachary, LA",Child of GOD! Follower of JESUS CHRIST!  PILGRIM and STRANGER of EARTH! Peace Seeker! Love Spreader! HOPEFUL in the PROMISE! Freedom Lover! Underdog Supporter!,2017-08-30 01:49:35,533,717,6182,False,2022-01-30 21:49:43,"Nanomedicine: Promising Tiny Machine for the Healthcare in Future-A Review

#Jesus Saves

#LSU #Louisiana #batonrouge LSU #covid19 #covid #coronavirus Covid-19 #nola #maga Baton Rouge #Laplace New Orleans #Ohio #Kentucky coronavirus https://t.co/eZqh4NbxPO","['Jesus', 'LSU', 'Louisiana']",Twitter for iPad,False
Idhuna,"Loppersum, Nederland",MS-warrior | kritische Groninger | een betere wereld begint bij jezelf | 🚫ik doe niet mee 💉,2012-01-18 21:49:49,1414,1677,9554,False,2022-01-30 21:49:39,Can we make this go viral? 🎶 #protestsong #covid #mandates #masks #vaccs https://t.co/Qq5J5IaLPG,"['protestsong', 'covid', 'mandates', 'masks', 'vaccs']",Twitter for iPhone,False
Lydia Fenno,Here,"A good man is hard to find

Especially if he is hiding",2009-03-21 13:20:23,179,120,15216,False,2022-01-30 21:49:37,"Laurence Fox is only 43

He must have had a REALLY hard life, he is not aging well at all

Apparently he has covid and is taking Ivermectin, my thoughts and prayers are with the virus

#laurencefox #Covid",,Twitter Web App,False
Laurie Wiegler,"Branford, CT","Writer, reporter, tutor and @kingsartshums (M.A. 18th c. studies) & @SFSUEnglish (B.A. Eng.) alumna.  Opinions = mine. Wrote my thesis on 18th c 🔭 and other 🔬",2009-03-19 14:22:50,1188,586,15449,False,2022-01-30 21:49:28,Disturbing. #US #UK #Covid #deathrate https://t.co/Smzn8yMECv,"['US', 'UK', 'Covid', 'deathrate']",Twitter for iPad,False
4ncitizen,"Zachary, LA",Child of GOD! Follower of JESUS CHRIST!  PILGRIM and STRANGER of EARTH! Peace Seeker! Love Spreader! HOPEFUL in the PROMISE! Freedom Lover! Underdog Supporter!,2017-08-30 01:49:35,533,717,6182,False,2022-01-30 21:49:27,"Kurzweil: By 2030, Nanobots Will Flow Throughout Our Bodies

#Jesus Saves

#LSU #Louisiana #batonrouge LSU #covid19 #covid #coronavirus Covid-19 #nola #maga Baton Rouge #Laplace New Orleans #Ohio #Kentucky coronavirus https://t.co/fb1i7Mj12l","['Jesus', 'LSU', 'Louisiana', 'batonrouge', 'covid19']",Twitter for iPad,False
4ncitizen,"Zachary, LA",Child of GOD! Follower of JESUS CHRIST!  PILGRIM and STRANGER of EARTH! Peace Seeker! Love Spreader! HOPEFUL in the PROMISE! Freedom Lover! Underdog Supporter!,2017-08-30 01:49:35,533,717,6182,False,2022-01-30 21:48:47,"Scientists build army of 1 million microrobots that can fit inside a hypodermic needle - CNET

#Jesus Saves

#LSU #Louisiana #batonrouge LSU #covid19 #covid #coronavirus Covid-19 #nola #maga Baton Rouge #Laplace New Orleans #Ohio #Kentucky coronavirus https://t.co/HR9148RTdm","['Jesus', 'LSU']",Twitter for iPad,False
"Two factions, one party!",,"Leftist futurism /socialist.
Refugees are welcome here!
comics and sports are cool, too",2020-12-13 22:20:26,123,542,3829,False,2022-01-30 21:48:46,"Above the law 
#NYPD #NewYorkCity #NewYorkForever #COVID19 #COVID #MaskMandate #subway #theft https://t.co/uXv7SPjGGU","['NYPD', 'NewYorkCity', 'NewYorkForever', 'COVID19', 'COVID', 'MaskMandate', 'subway', 'theft']",Twitter for Android,False
StillwaterLivingMag,"Stillwater, OK","Stillwater's premier all local, monthly lifestyle magazine. 405.714.3462",2009-08-28 19:43:52,1823,776,487,False,2022-01-30 21:48:01,City of Stillwater and Our Daily Bread Partnership Provided Aid to Hundreds #Stwok #StillwaterOK #COVID #Pandemic https://t.co/vgJlfrTdJB,"['Stwok', 'StillwaterOK', 'COVID', 'Pandemic']",WordPress.com,False
Wendy Ager 💙,"Coulsdon, Surrey, UK",Support community & small businesses. Share local events. Director of @PurleyFestival to 2019. Learning about #covid19 Working on @FineToad1 🐸 in 2022,2010-05-11 09:06:28,6614,6594,10647,False,2022-01-30 21:47:22,Thread on omicron BA.2 sublineage #Covid_19 #Covid19UK #OmicronVariant #SARSCoV2 #COVID  #COVID19 https://t.co/gPkJJhOQBz,"['Covid_19', 'Covid19UK', 'OmicronVariant', 'SARSCoV2', 'COVID', 'COVID19']",Twitter for iPhone,False
Laurie Wiegler,"Branford, CT","Writer, reporter, tutor and @kingsartshums (M.A. 18th c. studies) & @SFSUEnglish (B.A. Eng.) alumna.  Opinions = mine. Wrote my thesis on 18th c 🔭 and other 🔬",2009-03-19 14:22:50,1188,586,15449,False,2022-01-30 21:46:21,Here’s how we’ve failed on #Covid in the #US: I am awaiting my four free #rapidtests (ironically named) and have congestion. In 2029 this wd have been a cold. My store sells for 29.99. I refuse to keep spending $.,"['Covid', 'US', 'rapidtests']",Twitter Web App,False
Changed Name to Protect the Outspoken,Everywhere ,"Former newspaper reporter. Now political blog at https://t.co/dLzb20oewu. Leftist. Proudly didn't vote for Biden, Trump or Hillary. Opinions are my own, not employer's.",2015-09-16 23:35:50,1056,906,51889,False,2022-01-30 21:46:12,"It's being done on purpose, &amp; it's revealing class divide. People who can afford to be distracted by #Spotify nonsense are. Rest of us are just trying to survive &amp; realize #Rogan controversy is elite-made &amp; won't materially change our lives. 
#wagthedog #COVID19 #Covid_19 #COVID https://t.co/seK70aWKnp",['Spotify'],Twitter Web App,False
Gordie Canuk,Canada,"Christian/husband/father, ex military comms. Wondering when people will open their eyes to the weaponization/politicization of science, this isn't the 1st time.",2008-10-07 04:59:30,288,650,1396,False,2022-01-30 21:45:27,Newsflash. Government officials and medical experts who said the #Covid #vaccines would restore things to normal were spreading #Misinformation.  Experts warning the #jabs will weaken people's immune systems over the years to come?  We'll see if that's right or not in time.,"['Covid', 'vaccines']",Twitter Web App,False
Alexandra,"Vancouver, British Columbia","Business, Career, Entrepreneurship & Startups through the hustle of a busy Mom. CEO, Public Speaker, Author, Mentor, Blogger. Tech Startups, Software Licensing.",2010-09-15 14:54:21,5898,163,81081,False,2022-01-30 21:45:21,#StaySafe ...but don't yu ever give up on your dreams! BE stronger than storm!  #mask #covid #mom #business #motivation #ad https://t.co/nmloUTuvRh,"['StaySafe', 'mask', 'covid', 'mom', 'business']",IFTTT,False
J. Howard Holliday,Western New York,"I Help Fathers, struggling with time constraints to Become Consistent, Insightfully Parent, and Provide Abundance so they can raise Fierce Independent Daughters",2009-03-28 03:25:09,329,864,3189,False,2022-01-30 21:43:45,Chamber calls for non-monetised stimulus #bailout #Coronavirus Stimulus Package #Relief #Covid-19 https://t.co/kpyCqj586w,"['bailout', 'Coronavirus', 'Relief', 'Covid']",BHIVE Nectar,False
Steppin' Out Radio,,Steppin' Out Radio is a reality radio show featuring real people sharing their true stories of substance abuse & recovery from all addictions.,2011-03-08 05:03:42,631,720,221,False,2022-01-30 21:43:43,"Katya's father is a drug addict. He has years of sobriety under his belt, but the damage done with the relationship with daughter is through. In fact, it was Katya's father who first https://t.co/nMADysWG93 #soberaf #recoveryposse #covid #odaat",,Revive Social App,False
DrGigiB,,"Retired public school educator, mother and grandmother. Proud liberal and supporter of civil and human rights for all.",2017-02-03 22:57:32,93,225,40248,False,2022-01-30 21:43:32,@NBCNews Anti-vaxxers and #Covid deniers all want choice but they don't want to accept the consequences. The choices we make always come with consequences. Whether we like it or not.,['Covid'],Twitter for Android,False
Julia the Irwinator,,News Victoria Reporter,2012-11-05 00:23:01,903,739,5141,True,2022-01-30 21:43:14,@drlizzieskinner @trickyidnego Having 50 people a day die from #Covid  is not something you or anyone should accept as part of the “new world” @Dom_Perrottet It’s the sign of a failing society. As Gandhi said “The true measure of any society can be found in how it treats its most vulnerable members.” #NSW,['Covid'],Twitter for iPad,False
TCT Network,"Marion, Illinois","Official Twitter account of TCT Network - Total Christian Television, dedicated to spreading the Gospel 24/7.",2009-08-27 18:21:47,2427,53,2961,False,2022-01-30 21:43:03,"How these Christian colleges handled record enrollments during the COVID-19 pandemic

#christiancollege #university #christianschool #christiancolleges #christianshools #college #enroll #enrollment #covid #covid19 #pandemic 
https://t.co/lEj6Wl6S0w https://t.co/c27gFmwQzA","['christiancollege', 'university']",Buffer,False
Akiko,"New York, USA",Be Positive & Be Happy. I love food. ❤ I have studied to read stock charts since July 2020.,2014-10-02 18:38:43,174,220,10349,False,2022-01-30 21:43:01,"https://t.co/OoD60rCHIn

National outlets including USA Today, The New York Times, The Wall Street Journal and Forbes all reported in late November that the number of deaths in 2021 exceeded those in 2020.
Why do we need to get the useless vaccine yet? #covid #VaccineSideEffects",,Twitter for Android,False
Changed Name to Protect the Outspoken,Everywhere ,"Former newspaper reporter. Now political blog at https://t.co/dLzb20oewu. Leftist. Proudly didn't vote for Biden, Trump or Hillary. Opinions are my own, not employer's.",2015-09-16 23:35:50,1056,906,51889,False,2022-01-30 21:42:55,People are so corporate-media indoctrinated that they are willing to believe #CanadianTruckers fighting for freedom of choice when it comes to government vaccine mandates are really Russian puppets or white nationalists rather than the patriots they are. Pathetic. #COVID19 #Covid,['CanadianTruckers'],Twitter Web App,False
John Doe,,💎 I just like the stock 💎 #GME Take the red pill 🇺🇸 DEPLORABLE 🇺🇸 Opinions are like assholes everybody’s got one!,2021-10-22 13:59:32,63,277,3699,False,2022-01-30 21:42:49,@MattLesser Is that because @CTDems want to keep up the #Covid farce? Open up the state and #UnmaskTheKids everybody knows it’s the teachers unions leveraging the scam. Enough is enough and 2022 is HERE! #StoptheScam,"['Covid', 'UnmaskTheKids']",Twitter for iPhone,False
Lucetta Crosskill,"Cambridge, England",Deputy Headteacher. Maths leader. KS1 Leader. SLE. MaST. Trained @BGULincoln Maths with QTS. MA Education. NPQSL. ECF Facilitator BPN. Parent Governor.,2019-11-12 22:03:23,390,757,562,False,2022-01-30 21:42:20,"Nearly two months on and still no taste…nothing at all. Eating lots of mustard, fresh lemon, vinegar, actually anything I can think of with strong flavour daily! 
Please…any suggestions? Advice? #covid #lossoftaste",,Twitter for iPhone,False
Nikole,,"Mom, Wife, 4th grade teacher. Just looking for clarity in a world full of crazy.  #teacherlife #momlife #middleoftheroad #militaryspouse",2018-02-26 08:39:24,178,524,147,False,2022-01-30 21:42:09,"Vaccinated or not vaccinated people should not be denied surgery, transplants or any other medical care because of your choice. Covid has risks, the vaccine has risks, life has risks we take them based on what we know and feel at the time.  #COVID #vaccines  #NoMandates #humanity",,Twitter for Android,False
Ames,,love my country🇺🇸/freedom/kids/homeschool mom/will not comply/masks are oppression/MAGA/DeSantis 2024🙏🏼,2021-02-22 22:04:21,83,148,4739,False,2022-01-30 21:41:12,@2022Lockdown everywhere i see maskless faces! The hospitals and morgues are overwhelmed while we burn bodies in the streets! The only answer is DAILY BOOSTERS! #GetVaccinatedNow #blm #COVID #fauci #BlackGirlMagic,,Twitter for iPhone,False
4ncitizen,"Zachary, LA",Child of GOD! Follower of JESUS CHRIST!  PILGRIM and STRANGER of EARTH! Peace Seeker! Love Spreader! HOPEFUL in the PROMISE! Freedom Lover! Underdog Supporter!,2017-08-30 01:49:35,533,717,6182,False,2022-01-30 21:41:07,"Will nanotech soon allow you to 'swallow the doctor'? | CNN Business

#Jesus Saves

#LSU #Louisiana #batonrouge LSU #covid19 #covid #coronavirus Covid-19 #nola #maga Baton Rouge #Laplace New Orleans #Ohio #Kentucky coronavirus https://t.co/1RdoKCWVj2","['Jesus', 'LSU', 'Louisiana', 'batonrouge']",Twitter for iPad,False
Mark Sigal,"ÜT: 37.802874,-122.441077","Managing Director @ BrightStreet Ventures: PropTech, Retail & Big Data. Into Bikram, Trungpa, Lakers, Eating + Being Present.",2007-08-07 07:57:37,884,98,448,False,2022-01-30 21:41:01,"What lazy, simplistic narrative. 

If truth ""persuades,"" like a radiant impervious to walls and louder lies, #FoxNews would have long ago been discredited, and #COVID would kill so many unnecessarily.

You know what persuades.

Money. Access. Self Interest....and REAL pressure. https://t.co/SoTQjOmXGS",,Twitter Web App,False
4ncitizen,"Zachary, LA",Child of GOD! Follower of JESUS CHRIST!  PILGRIM and STRANGER of EARTH! Peace Seeker! Love Spreader! HOPEFUL in the PROMISE! Freedom Lover! Underdog Supporter!,2017-08-30 01:49:35,533,717,6182,False,2022-01-30 21:40:46,"Nanobots That Can Do Just about Anything | Cornell Research

#Jesus Saves

#LSU #Louisiana #batonrouge LSU #covid19 #covid #coronavirus Covid-19 #nola #maga Baton Rouge #Laplace New Orleans #Ohio #Kentucky coronavirus https://t.co/Evc69YWhE4","['Jesus', 'LSU', 'Louisiana', 'batonrouge', 'covid19']",Twitter for iPad,False
LAism,,,2021-12-30 18:01:43,2,82,14,False,2022-01-30 21:39:51,"Schools banning teachings on race &amp; sexuality; artists boycotting platforms that stream views they disagree with; media choosing what we can and can't read. If yall ain't worried about mind control, you're already brainwashed. 
#neilyoung #Spotify #missouri #florida #lgbtq #Covid",,Twitter for iPhone,False
4ncitizen,"Zachary, LA",Child of GOD! Follower of JESUS CHRIST!  PILGRIM and STRANGER of EARTH! Peace Seeker! Love Spreader! HOPEFUL in the PROMISE! Freedom Lover! Underdog Supporter!,2017-08-30 01:49:35,533,717,6182,False,2022-01-30 21:39:40,"Hacking the Human Is the Next Cyber Threat | SIGNAL Magazine

#Jesus Saves

#LSU #Louisiana #batonrouge LSU #covid19 #covid #coronavirus Covid-19 #nola #maga Baton Rouge #Laplace New Orleans #Ohio #Kentucky coronavirus https://t.co/YatLzkJ2Hs","['Jesus', 'LSU', 'Louisiana', 'batonrouge']",Twitter for iPad,False
Wood Stock,,,2020-11-19 23:54:20,14,15,1174,False,2022-01-30 21:39:39,"@HawaiiNewsNow Florida has 2nd highest #Covid #disease and Deaths in the country! Some anti-vaxx, anti maskers are still touting FLA as the example to follow.","['Covid', 'disease']",Twitter Web App,False
Neil Hallworth,,"Passionate about family, music, motorsport and cycling.",2019-12-30 11:18:35,201,205,20710,False,2022-01-30 21:39:22,"#JohnsonOut6 is claiming (falsely) that the #UK is out of the #Covid #pandemic.

He said there would be an #enquiry when the pandemic was over.

Bring it on then!","['JohnsonOut6', 'UK', 'Covid', 'pandemic', 'enquiry']",Twitter Web App,False
4ncitizen,"Zachary, LA",Child of GOD! Follower of JESUS CHRIST!  PILGRIM and STRANGER of EARTH! Peace Seeker! Love Spreader! HOPEFUL in the PROMISE! Freedom Lover! Underdog Supporter!,2017-08-30 01:49:35,533,717,6182,False,2022-01-30 21:39:19,"Arming Biological Nanobots to Deliver Drugs Inside Our Bodies

#Jesus Saves

#LSU #Louisiana #batonrouge LSU #covid19 #covid #coronavirus Covid-19 #nola #maga Baton Rouge #Laplace New Orleans #Ohio #Kentucky coronavirus https://t.co/N1ilUO54Em","['Jesus', 'LSU', 'Louisiana', 'batonrouge']",Twitter for iPad,False
Chalkbeat Chicago,"Chicago, IL",Chalkbeat is a nonprofit news organization covering education in Chicago and communities across America. 📩 email us: chicago.tips@chalkbeat.org,2018-01-11 21:38:31,9658,2458,717,True,2022-01-30 21:38:54,"Quarantine orders have forced schools to re-introduce remote learning, juggle classroom assignments, and scramble on substitutes. How have you been impacted? Help shape our coverage. ⬇️ #EdChat #CPS #COVID https://t.co/O9RCAp4NHa... https://t.co/t2dlt4ddcV",,Echobox,False
4ncitizen,"Zachary, LA",Child of GOD! Follower of JESUS CHRIST!  PILGRIM and STRANGER of EARTH! Peace Seeker! Love Spreader! HOPEFUL in the PROMISE! Freedom Lover! Underdog Supporter!,2017-08-30 01:49:35,533,717,6182,False,2022-01-30 21:38:39,"Scientists Test Out Tiny Robots Meant to Travel Inside a Human Body | Smart News | Smithsonian Magazine

#Jesus Saves
#LSU #Louisiana #batonrouge #covid19 #covid #coronavirus Covid-19 #nola #maga Baton Rouge #Laplace New Orleans #Ohio #Kentucky coronavirus https://t.co/bsfDiB9TIp",['Jesus'],Twitter for iPad,False
Madiha,in the middle of nowhere,Inna Maa Al Usri Yusra.....,2014-10-08 17:43:55,3118,227,22884,False,2022-01-30 21:38:35,#COVID should choose me as it’s ambassador,['COVID'],Twitter for iPhone,False
Think Tank Extraodinaire,"Philadelphia, PA",Realistic and Critical review of what is happening in the World.,2020-09-16 00:46:26,2,42,14,False,2022-01-30 21:38:29,"For all those anti-vaxxers, it may be your right to not get it but it s the right of the vaccinated to be safe from those that are infected, especially to protect the kids. These folks should give up the right to medical care if they decide not to get vexed. #Unvaccinated #COVID",,Twitter for iPhone,False
#SourcesSay,"Boston, MA","Two time #GoldenBlobe winner for ""Most Underrated Follow"". My thoughts are not always my own...I often share what my #SourcesSay",2016-04-24 03:21:01,844,371,269,False,2022-01-30 21:38:16,"#SourcesSay There were no reports of any positive cases, hospitalizations, or deaths In Massachusetts from #Covid yesterday. Time to remove the Vax and mask mandates because the pandemic is over.","['SourcesSay', 'Covid']",Twitter for iPhone,False
🇪🇺 European Investors News 🇪🇺,Germany France Spain Italy ,NEWS STOCK MARKET - TRADING - FOREX - CRYPTO - STOCKS,2010-06-10 07:59:08,2387,2822,3406,False,2022-01-30 21:37:43,$ARKK $TSLA $BBIG $FB $QQQ $NDX $MRNA  $VIX  $DKNG $CCL $DWAC $RCL $UAL $LCID $NCLH $SPX $NIO $AAL $JBLU $DAL $LUV $STRN $AMZN $AHT $PLUG $CZR $PENN $SNAP $FUBO $SOFI $CEI $AMC $COMPQ $WISH $TWTR $SAVE $SPY $BAC #omicron #COVID $HOOD #CAC #DAX30 #AEX #BEL20 https://t.co/WZ1RaRGvrJ,,Twitter Web App,False
4ncitizen,"Zachary, LA",Child of GOD! Follower of JESUS CHRIST!  PILGRIM and STRANGER of EARTH! Peace Seeker! Love Spreader! HOPEFUL in the PROMISE! Freedom Lover! Underdog Supporter!,2017-08-30 01:49:35,533,717,6182,False,2022-01-30 21:37:36,"Nanobots - an overview | ScienceDirect Topics

#Jesus Saves

#LSU #Louisiana #batonrouge LSU #covid19 #covid #coronavirus Covid-19 #nola #maga Baton Rouge #Laplace New Orleans #Ohio #Kentucky coronavirus https://t.co/2HS4XlKHZq","['Jesus', 'LSU', 'Louisiana', 'batonrouge', 'covid19', 'covid']",Twitter for iPad,False
Madiha,in the middle of nowhere,Inna Maa Al Usri Yusra.....,2014-10-08 17:43:55,3118,227,22884,False,2022-01-30 21:37:27,Survived #COVID for the third time https://t.co/544RDaDsvw,['COVID'],Twitter for iPhone,False
Phil Xenos,,"average class conscious worker , this gravedigger of Imperialism",2021-03-25 09:40:03,14,86,616,False,2022-01-30 21:37:24,"@mjrowland68 @BreakfastNews @BorisJohnson @SciNate do you get "" Herd immunity "" from #HIV infection = no .
 Same applies all #COVID19 variants.
  The rate of infection #Omicron is a all year long infection ,not seasonal ,it's not going away ,nor will it ""Peak"",oh already it's mutated 
,Lunatics call this ""Mild #COVID """,['HIV'],Twitter Web App,False
Hewey Holly 💎,"Florida, USA 🌴☀️ 🇺🇸",Defrosting. 💎 $MATIC $LTC #SAITAMA ⛏ $SERO $ERG $ETH Once built a cabin from #BTC and #ETH holdings. Starting over! 💍👩‍💻✍️🛶🏍🏊‍♀️ #crypto / #NFT curious,2021-11-30 18:57:42,31,74,476,False,2022-01-30 21:37:19,"Over 53 Thousand Canadian Truckers 
And over 23 American Truckers currently in ottawa as of a few hours ago!!  Was said in the last 5 minutes of this live feed 😎😎😎

#TruckersForFreedom2022 
#CanadaTruckers 
#nlpoli #covid19nfld #covid 

 https://t.co/oBcxf4Raz6",,Twitter Web App,False
4ncitizen,"Zachary, LA",Child of GOD! Follower of JESUS CHRIST!  PILGRIM and STRANGER of EARTH! Peace Seeker! Love Spreader! HOPEFUL in the PROMISE! Freedom Lover! Underdog Supporter!,2017-08-30 01:49:35,533,717,6182,False,2022-01-30 21:37:06,"Scientists propose putting nanobots in our bodies to create ‘global superbrain’

#Jesus Saves

#LSU #Louisiana #batonrouge LSU #covid19 #covid #coronavirus Covid-19 #nola #maga Baton Rouge #Laplace New Orleans #Ohio #Kentucky coronavirus https://t.co/3qhS7oJxDA","['Jesus', 'LSU', 'Louisiana']",Twitter for iPad,False
4ncitizen,"Zachary, LA",Child of GOD! Follower of JESUS CHRIST!  PILGRIM and STRANGER of EARTH! Peace Seeker! Love Spreader! HOPEFUL in the PROMISE! Freedom Lover! Underdog Supporter!,2017-08-30 01:49:35,533,717,6182,False,2022-01-30 21:36:40,"These tiny robots could be disease-fighting machines inside the body

#Jesus Saves

#LSU #Louisiana #batonrouge LSU #covid19 #covid #coronavirus Covid-19 #nola #maga Baton Rouge #Laplace New Orleans #Ohio #Kentucky coronavirus https://t.co/Hv4tv3U4Q4","['Jesus', 'LSU', 'Louisiana', 'batonrouge']",Twitter for iPad,False
4ncitizen,"Zachary, LA",Child of GOD! Follower of JESUS CHRIST!  PILGRIM and STRANGER of EARTH! Peace Seeker! Love Spreader! HOPEFUL in the PROMISE! Freedom Lover! Underdog Supporter!,2017-08-30 01:49:35,533,717,6182,False,2022-01-30 21:36:21,"Nanobots Will Be Flowing Through Your Body by 2030 | IE

#Jesus Saves

#LSU #Louisiana #batonrouge LSU #covid19 #covid #coronavirus Covid-19 #nola #maga Baton Rouge #Laplace New Orleans #Ohio #Kentucky coronavirus https://t.co/2Zsf9UJ9W3","['Jesus', 'LSU', 'Louisiana', 'batonrouge', 'covid19']",Twitter for iPad,False
Chocolatico Gringo,“The place of laughing waters”,"screenwriter🎬💻🎥, linguist, polyglot, lucid dreamer😴, sci-fi nerd🤓🛸, bibliotaph📚, avid traveler✈️🗺🌍, word blerd📖, grammar whore- NO LISTS!!!🏳️‍🌈",2015-05-03 01:47:57,511,184,282498,False,2022-01-30 21:36:17,How #covid affects the body https://t.co/ecBTqdgLKz,['covid'],Twitter for iPhone,False
4ncitizen,"Zachary, LA",Child of GOD! Follower of JESUS CHRIST!  PILGRIM and STRANGER of EARTH! Peace Seeker! Love Spreader! HOPEFUL in the PROMISE! Freedom Lover! Underdog Supporter!,2017-08-30 01:49:35,533,717,6182,False,2022-01-30 21:36:01,"These injectable nanobots can walk around inside a human body - SlashGear

#Jesus Saves

#LSU #Louisiana #batonrouge LSU #covid19 #covid #coronavirus Covid-19 #nola #maga Baton Rouge #Laplace New Orleans #Ohio #Kentucky coronavirus https://t.co/T56NedMdLD","['Jesus', 'LSU', 'Louisiana']",Twitter for iPad,False
