user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
james evans,,,2016-08-26 18:23:03,350,1029,30125,False,2022-01-20 19:14:54,#COVID deaths way lower than reported. Freedom of information revelation https://t.co/lBm3DIy5Ek via @YouTube,['COVID'],Twitter Web App,False
💫Teresa H 🦋✨💙💙,Texas Y’all,#VaxxedAndMasked 💉😷 💙 #DallasCowboys #DallasStars #TexasHockey #MFFL⛹🏼 #41Forever #StraightUpTX ⚾️ #AdoptDontShop🦮,2017-11-06 04:10:10,7763,8540,242823,False,2022-01-20 19:14:51,My fever is gone! 🥳 Still down but doing ok .  #Covid could be worse if I wasn’t vaxxed &amp; boosted!!!  😆 https://t.co/tEBuPvPFGl,['Covid'],Twitter for iPhone,False
J Truth,,Just a country boy trying to survive liberal Clown World USA. Where wrong is the new right and truth is silenced.,2021-08-15 08:11:06,5,96,108,False,2022-01-20 19:14:50,#Trending #COVID #NFTCommunity #stocks #NASDAQ #SHIB  #cryptocurrency LIMITED TIME OFFER: Get 2 free stocks valued up to $3300 by opening&amp;funding a #Webull brokerage account! Get started &gt; https://t.co/ImzJKhvcbM,"['Trending', 'COVID', 'NFTCommunity', 'stocks', 'NASDAQ', 'SHIB', 'cryptocurrency']",Twitter for Android,False
Sameena Safdar Kluck,Washington,"social media evangelist/atty; passions: Black Lives Matter, a2j, DC statehood, legal tech, musical theatre, modern parenting, DClife. expect ALL the GIFs",2014-11-06 15:18:23,2747,4990,30082,False,2022-01-20 19:14:37,"Now @IanRossNelson says that #COVID has exacerbated this problem-this hypothetical associate can't walk down the hallway to ask someone ""hey what the heck is a sandbagging provision?""",['COVID'],Twitter Web App,False
Dale Heenan,,On here in a personal capacity.,2012-01-29 16:00:27,648,308,976,False,2022-01-20 19:14:26,"Onto motions, 1st up is a #covid monument. Months ago we debated &amp; agreed a blossom tree memorial to remember covid. A version will no doubt be passed unaminously.",['covid'],Twitter for Android,False
Chris Hallam,Manchester | London ,"#Legal, political & #tech news & views for the #construction industry. And a few laughs. #Infrastructure Partner at @CMS_Law. Views my own. RTs not endorsements",2013-01-17 14:49:01,2333,1894,9564,False,2022-01-20 19:14:21,#Covid in 5-11 year olds still spiking as PM announced pretty much all measure to be dropped.. https://t.co/GOHvMSi1m6,['Covid'],Twitter for iPhone,False
Martin Avery,Colombia,"I'm an ex-sailor, born in Australia, citizen of the World.  Author of 'After The War,' a novel about nuclear war and its consequences.",2019-03-12 20:26:48,419,534,19633,False,2022-01-20 19:14:14,A big call up for those kids who are familiar with Microsoft Flight simulator. #Scottythefukwit wants you to start tomorrow at QANTAS to alleviate the #COVID induced pilot shortage. #auspol,['Scottythefukwit'],Twitter for Android,False
immaking,,Fuck Ron desantis,2021-05-24 20:06:32,93,335,14698,False,2022-01-20 19:14:14,"We should have kept everything locked down until 70% got vaccinated, so wtf happened usa? #covid #trend #unvaccinated #vaccinated #peopledied","['covid', 'trend']",Twitter for iPhone,False
Allison McHaney,,Official Twitter for Allison McHaney (Al) 👀 by her father (dad) Rep by Bloc La Catastrophe Dance Karmagraphy Ent. Academy of Villains HollywoodHotShots,2013-04-15 16:20:23,574,203,27662,False,2022-01-20 19:14:06,@RonFilipkowski He didn’t even want anyone to know that #COVID #COVID19 was here!,"['COVID', 'COVID19']",Twitter for iPhone,False
Kathy Hochul,,Official Twitter account for the 57th Governor of New York State. Social Media Use Policy: https://t.co/iwTBLsiPDh,2015-01-13 21:03:25,193736,678,2857,True,2022-01-20 19:14:04,"#COVID Percent Positive Update:

-277,241 Test Results Reported
-11.05% Positive https://t.co/VEuAWcmEH2",['COVID'],Twitter Web App,False
John Brisby,,Just passing out news!,2021-03-11 19:37:17,221,2941,1577,False,2022-01-20 19:13:59,Via @lamb_vandoran : 22 months into the pandemic you can get 4 free COVID tests for your family of 5 #covid,['covid'],FUR_A_CONAS,False
Stuart (James) Wilson aka bigfix,Toronto,bigfix ™ speaks passionately about & constantly experiments w/his most favourite stuff #chocolatier #cannabislife #videographer #musicproducer #sustainability,2009-06-12 15:25:16,950,2280,543,False,2022-01-20 19:13:48,"WTF &amp; just like that the narrative changed - down in the polls are we?! “Boris announces the end of Covid restrictions and Joe ceases reporting of daily Covid deaths. Leaders - is Covid a problem or not?"" https://t.co/U3kkKiONr0 #Covid #Pandemic #Boris #Biden #ToriesUnfitToGovern",,Twitter Web App,False
The Hans India,Hyderabad,The Hans India is a leading English news paper and is published from #Telangana #AndhraPradesh and #NewDelhi  #bengaluru,2013-09-17 09:26:43,14702,16,103,False,2022-01-20 19:13:34,Lockdowns to hit toll collections #COVID-19 #Omicron #PassengerVehicles #Icra #NewDelhi https://t.co/x7lSOheLl0,"['COVID', 'Omicron', 'PassengerVehicles', 'Icra', 'NewDelhi']",Hocalwire Social Share,False
Lindsey Crossan,Australia,Midwife/Nurse/Hobby farmer,2013-02-25 20:45:01,22,78,2530,False,2022-01-20 19:13:33,"I work in a busy low risk COVID ward with patients not ICU critically unwell but  symptoms bad enough to need hospital care. The ward is full. Thinking of my ICU buddies right now, their job next level up, I see you ❤️           #covid #covidnurse #icunurse",,Twitter for iPhone,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,46,11,760,False,2022-01-20 19:13:28,Total Covid Death Distribution by County  For CO   2022-01-18:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/9IBhkTHSeq,,smcapplication,False
Dr. Carol Locke,,,2020-02-24 02:28:39,19,116,11,False,2022-01-20 19:13:19,How #Covid may continue to affect the brain in Long Covid. https://t.co/pI2MeHNXWL,['Covid'],Twitter for iPad,False
Lisa Balick,,"Reporter KOIN-TV Portland,OR Lisa.Balick@koin.com @KOINNews @koin6news",2009-10-14 21:28:58,2166,219,224,True,2022-01-20 19:13:18,Oregon Hospital Assoc. says over 1000 #COVID patients now in Oregon hospitals  expect to pass #delta 1200 perhaps as soon as this weekend #koin6news #oregon https://t.co/3k9Lykno45,"['COVID', 'delta']",Twitter for iPhone,False
Sabrina Zombie,Seattle,"I’m a mom & grandma who co-owns Packabby Robotics.  I’m a maker and a baker, into many levels of geekdom, I also own a Scottie dog & 2 Bull Terriers.",2017-06-30 07:08:21,3298,3342,179565,False,2022-01-20 19:13:11,King County (Seattle) daily #Covid update. Over 5300 cases and 68 hospitalizations. I included yesterdays and todays side by side with three days left in the week I don’t think we’ll keep “decreasing” this is an attempt to sugar coat the situation by misreporting daily vs last wk https://t.co/h8rmVkoEqY,['Covid'],Twitter for iPhone,False
stephen cole #Socialist #BLM #Disability #Equality,Ipswich,"LSA, #UCU rep,  #socialist budding writer, The views expressed on here are my own. Hopefully many agree with me. Time to change the world. #refugeeswelcome",2013-09-29 15:48:09,2878,5001,79094,False,2022-01-20 19:13:08,330 more #COVID deaths.,['COVID'],Twitter Web App,False
Kathy Hochul,,Official Twitter account for the 57th Governor of New York State. Social Media Use Policy: https://t.co/iwTBLsiPDh,2015-01-13 21:03:25,193736,678,2857,True,2022-01-20 19:13:02,"#COVID Case and Hospitalization Update:

-30,631 New Cases
-11,370 Hospitalizations (-457)
-185 New deaths reported by healthcare facilities through HERDS https://t.co/Kz8D4FcUAD",['COVID'],Twitter Web App,False
23ABC News,"Bakersfield, California","#ConnectingYou with #BreakingNews, #Bakersfield, & #KernNews headlines from https://t.co/3qHg0BuKAR. Got a news tip? Tweet or call us at 661-637-2320",2009-04-02 18:29:25,63641,613,3000,True,2022-01-20 19:12:51,"Kern County recorded more than 2,000 new #COVID-19 cases on Thursday during the recent surge, according to @KCPublicHealth. No new COVID deaths were reported. https://t.co/rCJio1Roez",['COVID'],SocialNewsDesk,False
Geofrey Amanya,,Epidemiologist ~ Views are own,2012-04-24 18:36:31,1719,3930,13452,False,2022-01-20 19:12:05,"The last two years @USAmbUganda 
1) Investigated 11 #COVID-19, Clusters
Outbreaks in #Uganda
2) #RVF 2020 Moyo
3) #Brucellosis 2020 Moyo 
4) #Anthrax 2019 Rubirizi 
5) Measles outbreak 2019

My work Impacted Policies 
1) HBC
2) School opening&amp;closing 
3) Airport opening&amp;closing","['COVID', 'Uganda', 'RVF']",Twitter for iPhone,False
Mason Lake Media,"Portland, OR, USA","Camera Operator & Video Journalist.
Freelance Media & Independent News.
Travel Photographer. Aspiring Filmmaker.
@HalospaceMedia
YouTube: Mason Lake Media",2013-03-09 20:34:10,1328,550,1563,False,2022-01-20 19:12:01,Today in front of the Oregon Health Authority building in Portland anti-maxxers gather to protests the government mandatory waering of masks. #Portland #COVID #antimask https://t.co/1yxzHA16Jt,,Twitter for Android,False
Lianne S,"Bracknell, England",Year 5 Teacher - Well-being lead - PSHE lead 👩🏼‍🏫. Currently: 🇬🇧 Previously: 🇭🇰.,2011-10-12 15:41:16,250,397,1879,False,2022-01-20 19:11:13,"It finally got me 🦠 
Despite managing to stay standing when 12 children out of my class of 25 were positive in December 😩 Turns out I’m not immune! 
#covid #teaching #covidinschools #LFT #COVID19 https://t.co/cgSVKm4oDQ",,Twitter for iPhone,False
BLR,Endless sea,RN/NP. Never forget 1/6/21.  Avid reader. #Vaccinated #science #Faith. 2022 is going to be a blast.,2014-03-21 16:18:04,5437,5237,222679,False,2022-01-20 19:11:11,"An #icestorm is forecast for the southern NC and northwest SC areas for Friday. This is a first. Let me remind residents to stay indoors. A car accident, fractured hip, or arm can be disastrous with #Covid clogged hospitals!",['icestorm'],Twitter for Android,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,46,11,760,False,2022-01-20 19:10:58,Total Covid Death Distribution by County  For CA   2022-01-18:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/7yWaALxun0,,smcapplication,False
sam,"Islamabad, Pakistan","Father (to a leukemia survivor, Alhumdulillah) , gamer, banker exactly in that order.",2009-05-28 03:31:12,156,179,10260,False,2022-01-20 19:10:36,@dcislamabad @hamzashafqaat @DCRawalpindi There are confirmed cases in Beaconhouse G 15. Please shut the school down.  #COVID19 #covid,"['COVID19', 'covid']",Twitter for Android,False
Myrtroen,The Kosmos,Occultum Lux ad Infinitum,2021-11-23 06:27:30,59,334,4114,False,2022-01-20 19:10:33,"@YYCatheist Oh please enlightened one, please tell me how things work. Tell me how the mRNA shots will magically end #Covid against all current evidence. Tell me if only we force continuous jabs indefinitely they will eventually stop the transmission. Bitch please. #NoVaccineMandates https://t.co/7ziShVRIxT",,Twitter for iPhone,False
The Right Podcast,,Check out all of our content here: https://t.co/wX1GTUTYU8,2021-02-05 03:03:50,1814,1446,1294,False,2022-01-20 19:10:24,#COVID people are broken https://t.co/NHhZ6kYCd3,['COVID'],Twitter for iPhone,False
Alex Montoya,"San Diego, CA",Author. Speaker. Activist. Christian. Notre Dame & USF grad. Colombian Medal of Honor recipient. The Alex Montoya Foundation founder.,2009-03-23 21:35:12,2473,5000,38416,False,2022-01-20 19:10:13,Discovered @younghickorysd in @eastvillagesd today. And then they told me they’re closing their doors tomorrow. ☹️😒 I don’t know the reasoning but this hemorrhaging of small business has to stop! #SanDiego #business #COVID https://t.co/TKlXQMZgFA,,Twitter for iPhone,False
Vicki Horrill,,"Potter fan 👦🏻⚡️enjoys a vino 🍷 or gin, not keen on fish or polystyrene. All views my own.",2011-06-11 09:01:42,195,601,6406,False,2022-01-20 19:10:09,"So my child’s school won’t allow us to go to celebration assembly as they have stopped them in person due to the amt of covid cases, I know SO many people with it right now and schools are full of it…yet all restrictions are being eased?! Am I missing something? #covid #baffled",,Twitter for iPhone,False
👌 #Resist - #LetsGoBrandon - Tim Walz Lies 👌,Commie Minnesota,"#VFW Life mem #DAV #MBA Husband (sorry ladies) Dad. Son = 11B! 
IFB Patriots...Libs I mock!

Level 5 hockey coach

Pronouns - Toxically Masculine/Ammosexual",2020-09-20 02:45:55,2114,2744,169,False,2022-01-20 19:09:45,"We haven't received mail since Saturday.  Others in 55123 have said @USPS is short staffed due to #COVID19!

Yesterday, #USPS delivered, at 2 different times, #Amazon packages...but not my mail.  Ridiculous!!!

Rain, sleet or snow won't stop the #PostOffice...but #covid will!",['COVID19'],Twitter Web App,False
Freeman,UK + Worldwide,"All money is LOANED into existence WITH INTEREST. Stop war profiteering with a lawful currency. 
Don' trust banks.
Don't trust government.",2011-04-02 20:35:02,1142,1682,1742,False,2022-01-20 19:09:33,"@Riftshorizon They dont want hoards of Football/Soccer fans noticing when their favorite players start mass collapsing during the World Cup 2022 and associating it with the vaxx

#WearAMask #VaccineDeath #MassPsychosis #Vaccines #Covid #Covid19 https://t.co/zVuPbepkan",,Twitter Web App,False
Lisa Marie Meadows,United States,Author/Nurse/Actor/Instagram lisamariemeadows/⚽️🚀📙#BLM A Wave Series -Pandemic Romance https://t.co/GTz4RazT1m https://t.co/aY0YQsOBC1,2018-08-24 05:05:50,7136,7775,9465,False,2022-01-20 19:09:29,"@cnnbrk A New light of hope has awakened on the horizon, as the world emerges from the pandemic. Will Shelby and Simon overcome this final obstacle? What will our world look like? We will have to wait and see.-A Third Wave-The Survival. #COVID #Omicron #booktwt 
https://t.co/7AHELPzbnY https://t.co/kKrdfyp7Lm",,Twitter Web App,False
Women Aspire Together.,,"Women Aspire Together is a Canadian Social Enterprise that aims to support women by offering them MAP venues (Magazine, Activities, & Publications",2020-09-10 20:09:09,48,45,100,False,2022-01-20 19:09:25,"Nature and Nurture
By Rosalie Griffith

Enjoy reading this article in our special edition here:
https://t.co/FYKjZ9D7UT

#growpositivethoughts 
#Nature
#wellbeing
#COVID
#positivemindset
 #womensupportingwomen
 #spreadinghope 
#spreadingpositivity https://t.co/BZupjBzRlV",,Twitter Web App,False
S Chen-Hayes #WelcomeBackFightBack #BrunchWithFelo,"Unami, Lenapehoking ",@CUNY @LehmanCollege Prof. of Couns. Ed.; Chair CLLSE Dept. #CounselorsNotCops #ClimateEmergency #SinglePayer #FreeCollege #EndEndlessWar #LandBack #Reparations,2015-02-02 22:15:28,2994,5001,165079,False,2022-01-20 19:09:25,"@NYCMayor @chicagosmayor @MayorOfLA @usmayors ROTFL! These are the 3 stooges of @DNC corporate masters. You've let #COVID rip in your cities, refused to protect #HCWs or #educators or the most vulnerable: children &amp; medically compromised. #MayorSwagger @nycmayor has on his team a slumlord who killed 17 in the Bronx.",,Twitter Web App,False
Alex,,Hurt feelings: The im-peach mint dayz.....,2020-01-16 23:27:05,10,39,156,False,2022-01-20 19:09:22,@MittRomney You're full of sheet. Now go join John McStain...... #fjb #LetsGoBrandon #COVID,"['fjb', 'LetsGoBrandon', 'COVID']",Twitter Web App,False
Lost And Profound,"Alberta, Canada",#TowerLife Living and working on a remote fire lookout tower. 🔥🌪🔥. #NorthAlberta #TowerLife #ODAAT,2021-03-14 20:09:41,154,160,1330,False,2022-01-20 19:09:22,@RepSlotkin Nuclear war would certainty deal the #COVID virus a serious blow.,['COVID'],Twitter for iPhone,False
Corus International,,"An ensemble of long-serving, global leaders in international development and humanitarian assistance - @LuthWorldRelief, @imaworldhealth, @CGATech_UK",2020-05-15 17:11:33,240,380,288,False,2022-01-20 19:09:21,"As #COVID-19 variants exacerbate the global crisis, Corus organizations @LuthWorldRelief, @CGAT_UK &amp; @imaworldhealth are responding with expertise in #health, #emergencyresponse, #livelihoods &amp; #agriculture. Learn more about #locallyled global response: https://t.co/tUBQIvRk5G",['COVID'],Twitter Web App,False
Missy Kay 🇺🇸🦅🦄,,"Freedom Fighter. Jesus is King. Election Fraud is rampant. CCP virus has a 99.98% survival rate. MSM lies. God wins. In Twitter, Next Door & FB commie jail",2021-11-04 18:55:52,12,134,1404,False,2022-01-20 19:09:15,"Again, if there is supposedly a fully approved treatment for Covid (i.e Comirnaty) available in the U.S like they claim (which it’s not), then how can they legally roll out any more EUA products? They can’t. You’re being duped #vaccine #covid https://t.co/GwIw79B2wM",,Twitter for iPhone,False
SWBA,TX/OK/LA/AR/MO/KS/NM,SouthWest Benefits is a non-profit association designed to foster relationships and support the educational growth of professionals in employee benefits.,2013-02-11 21:56:53,578,547,4058,False,2022-01-20 19:09:05,More #states considering #workerscomp #COVID #legislation https://t.co/CppEc2HHDa via @Benefits_Pro,"['states', 'workerscomp', 'COVID', 'legislation']",Twitter Web App,False
𝓥𝓜𝓟,Mumbai,,2009-12-30 18:20:35,139,2484,8277,False,2022-01-20 19:09:03,"Tested #COVID+
Follow the below process (personal experience)
Rest self, contact doc if fever persist, hydrate &amp; recover

Important to isolate &amp; aviod contact
Helps to contain the virus spread to others

Must be responsible to aviod the spread",['COVID'],Twitter for Android,False
bunny 💖🌙,,LA 🌧🖤🤍 | 🇲🇽| - I like to think I’m funny. #educator,2019-07-31 04:18:14,92,68,11807,False,2022-01-20 19:09:01,Retweet if you work with #LAUSD and you are DONE! #overit #covid #ugh,"['LAUSD', 'overit', 'covid', 'ugh']",Twitter for iPhone,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,46,11,760,False,2022-01-20 19:09:00,Total Covid Death Distribution by County  For CA   2022-01-18:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/86WnU43oFq,,smcapplication,False
First Baptist Medical Center,"Dallas, TX","First Baptist Medical Center - A Premier Surgical Specialty Hospital in Dallas, Tx. Specializing in Advanced and Minimally Invasive Surgery.",2016-04-01 03:00:46,23,10,90,False,2022-01-20 19:08:16,"FBMC has Drive-Up Rapid Antigen Covid-19 Testing available at our facility Mon-Fri 7a-9p and Sat-Sun 7a-12p. Drive up to our ER entrance, stay in your vehicle and call 469-329-3732 to request a test.
Hospital address: 8111 Meadow Rd, Dallas TX 75231
#covid #testing #driveup https://t.co/yqAji9jYt6",,Twitter Web App,False
Women Aspire Together.,,"Women Aspire Together is a Canadian Social Enterprise that aims to support women by offering them MAP venues (Magazine, Activities, & Publications",2020-09-10 20:09:09,48,45,100,False,2022-01-20 19:08:03,"Spring: A Time of Renewal and Growth
By Jennifer Kehoe

Enjoy reading this article in our special edition here:

https://t.co/FYKjZ9D7UT

#growpositivethoughts 
#Nature
#wellbeing
#COVID
#positivemindset
 #womensupportingwomen
 #spreadinghope 
#spreadingpositivity https://t.co/nzJ5gHXeg2",,Twitter Web App,False
Decarcerate Sacramento,,"A coalition fighting to stop all jail expansions, drastically reduce jail populations, and shift county funds towards vital human services.",2020-03-20 23:57:19,905,380,1406,False,2022-01-20 19:07:42,"***PRESS RELEASE***
Health Experts and Advocates Say Jail Releases Inadequate, Leave Behind Most Medically Vulnerable 🧵

 #CantGetWellInACell #CareNotCages #Covid #FreeThemAll #Sacramento https://t.co/eYJ9bAaOqK",,Twitter for Android,False
Lorraine Cook,"Grande Prairie, Alberta","Teacher, single mom, ageing army brat",2020-01-29 21:15:50,105,165,8623,False,2022-01-20 19:07:15,#COVID into the future https://t.co/QY5EVyywZk,['COVID'],Twitter Web App,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,46,11,760,False,2022-01-20 19:07:13,Total Covid Death Distribution by County  For AR   2022-01-18:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/YBMG3oFxGV,,smcapplication,False
TAPinto Newark,"Newark, NJ","TAPinto Newark is an objective, online local news site and digital marketing platform. Get your local news in your inbox for free:  https://t.co/fmIVT8AnMD",2014-07-16 21:38:48,2109,1205,118,False,2022-01-20 19:06:50,"The gratitude of the @UnivHospNewark staff could be heard and felt inside the facility Thursday morning as a team of military medical support members arrived at the hospital amid a severe staffing shortage spurred by the coronavirus. #Newark #COVID

Link: https://t.co/LEKNvkI84q https://t.co/GXy1inP9Ks",,Twitter for iPhone,False
Wayne Anderson,"Colorado, USA","#Security and Data Protection leader with @Microsoft Modern Work Office/CTO: Building trust at the intersection of business, people, new tech. Opinions my own.",2011-04-28 16:17:55,1262,356,12282,False,2022-01-20 19:06:46,"Its impossible to look at the last 5 years of #IT changes without #COVID, #security, and #data being perhaps the 3 dominant themes of the shifts and investments over that time.   #CIOchat","['IT', 'COVID', 'security', 'data']",Twitter Web App,False
Rob Charlton,Resident in South Africa,Could be mistaken for a GOM.,2011-05-20 20:02:33,56,98,3251,False,2022-01-20 19:06:29,@TimesLIVE Pity that a so-called party leader does not know who makes the rules about #Covid compliance.  Knocking on the wrong door again. #publicityseekingcult,['Covid'],Twitter for iPad,False
Lisa Marie Meadows,United States,Author/Nurse/Actor/Instagram lisamariemeadows/⚽️🚀📙#BLM A Wave Series -Pandemic Romance https://t.co/GTz4RazT1m https://t.co/aY0YQsOBC1,2018-08-24 05:05:50,7136,7775,9465,False,2022-01-20 19:06:25,"@BBCNewsbeat A New light of hope has awakened on the horizon, as the world emerges from the pandemic. Will Shelby and Simon overcome this final obstacle? What will our world look like? We will have to wait and see.-A Third Wave-The Survival. #COVID #Omicron #booktwt 
https://t.co/7AHELPzbnY https://t.co/F9czSuwVf3",,Twitter Web App,False
Eagle Protect PBC,"South Lake Tahoe, CA","A food safety expert specializing in supplying high-quality, food safe single use disposable gloves and clothing. #FoodSafety #Sustainability #BCorp",2016-10-06 21:57:20,510,1181,6347,False,2022-01-20 19:06:03,WARNING: Be wary of “cheap” or discounted gloves #PPE #gloves #nitrile #recall #covid #PPEshortage https://t.co/wHZYKp8LhQ,"['PPE', 'gloves', 'nitrile', 'recall', 'covid', 'PPEshortage']",HubSpot,False
Team Covid Long Haulers,"Knoxville, TN",Founder of 501 C3 Team Covid Long Haulers foundation.  Because you are not alone.,2021-10-12 03:44:36,1,0,0,False,2022-01-20 19:05:54,Please support our walk for awareness. We are in this together. #overit #covid #covid19 #longhaulers #longcovid @wbir @GlennJacobsTN @wvlt @wate @JWilkersonWNML @Vol_Baseball @Vol_Sports @Vol_Football @PeterHotez https://t.co/fYAC6EzRMS,"['overit', 'covid', 'covid19', 'longhaulers', 'longcovid']",Twitter for Android,False
David Paterson,"Ottawa, Canada","Retired student of particle & astrophysics, cosmology. PhD Phys. Technology & business management/directorship careers. Father, grandfather, devoted husband.",2010-03-12 17:08:54,1163,394,17626,False,2022-01-20 19:05:54,"Can an #antivaxxer die of stupidity, with #Covid? https://t.co/BqdTCdMNHf","['antivaxxer', 'Covid']",Twitter for iPhone,False
CD,,"Ret’d Neurosciences RN, seeking *real science in mis/disinformation era. My Golden Retriever is best teacher of *life in the moment✨We only have today.",2009-08-30 00:39:31,275,722,19315,False,2022-01-20 19:05:53,"Neuropathogenic effects of #SARSCoV2 #Covid #LongCovid #NeuroTwitter 

Devastating consequences. https://t.co/BXvRbjGpyl","['SARSCoV2', 'Covid', 'LongCovid', 'NeuroTwitter']",Twitter for iPhone,False
Quadrant Biosciences Inc.,"Syracuse, NY",Quadrant Biosciences is an epigenetic diagnostics company with a focus on the early detection of neurological disorders and other large-scale health issues,2018-01-30 21:52:30,292,87,81,False,2022-01-20 19:05:52,"""We observed people being infectious and confirmed that they were transmitting to other people during that high early saliva viral load period, before a nasal swab detected the virus.""

Is it time to change #covid testing methods?

Read more about it at: https://t.co/Za2lXHMJ7W https://t.co/qQPtg9byg8",,HubSpot,False
taype international,"Montreal, Canada",🌎 *All* the news + salty commentary from progressive perspectives. #NEWS #MEDIA #FOLLOW #FBR #FBRPARTY #PRU #POLITICS #TRUTH #RESIST #CRYPTO #TECH #F4F #IFB 💙,2012-01-31 01:21:58,4225,5001,16650,False,2022-01-20 19:05:45,"Covid: Companies plan for office return, and Tonga's contactless aid

#CORONAVIRUS #COVID

https://t.co/fQjuCofsn6","['CORONAVIRUS', 'COVID']",taypeinternational,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,46,11,760,False,2022-01-20 19:05:42,Total Covid Death Distribution by County  For AR   2022-01-18:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/0b9hDWWmOs,,smcapplication,False
Nick Kane,,,2009-03-24 21:16:13,49,93,284,False,2022-01-20 19:05:40,"#COVID has changed how we build trust in sales. Virtual selling is the new normal, but that doesn't change the fact that we still need to be trusted advisors. @JanekPG and I found the 6 ways to build trust quickly in a post-COVID landscape. https://t.co/vLXdOYHPez",['COVID'],HubSpot,False
Pop Culture Math,"Connecticut, USA","Gleefully applying math to real world situations. Created by Justin Bergner, author of manuscript: Solving The Price Is Right. Investment Analyst/PM by day.",2021-02-14 12:50:28,1273,1093,1517,False,2022-01-20 19:05:22,"Yet another #COVID #owngoal.  Get #vaccinated.  Respect the #science and the #math.

https://t.co/jaaswwhwtV","['COVID', 'owngoal', 'vaccinated', 'science', 'math']",Twitter Web App,False
CHAD,"Stoke-on-Trent, England","CHAD is a collaboration between @StaffordshireCC, @SoTCityCouncil and @StaffsUni to reduce health inequalities and improve health and wellbeing",2016-02-08 11:51:33,739,840,1457,False,2022-01-20 19:05:02,"Join us on 15th February 12-1pm for the fourth webinar in our series in collaboration with @FPH: 

COVID-19 and deprivation: differences in exposure, outcomes and experiences

For more info and to register for free: https://t.co/uywIppHMIl

#COVID #HealthForAll #Inequalities",,Hootsuite Inc.,False
Ashleigh Coates,Leigh,"Just me

#BeKind is code for 'don't question' 

We can disagree but remain civil, please.",2022-01-19 19:58:29,3,14,22,False,2022-01-20 19:05:01,"And that's what we have to call them in the future - they are DATA DENIERS - that's what they are - and call them it - they call US #antivaxxers - hit them back with that little nugget - #datadeniers 

#covid19 #covid https://t.co/kohZFKPVob",,Twitter Web App,False
Washington Informer,"Washington, DC",Top-leading African American woman-owned media company serving the Washington D.C. metro area since 1964. News Tip? News@washingtoninformer.com,2010-08-17 00:11:07,11089,6954,5127,True,2022-01-20 19:04:52,Fauci Optimistic COVID Vaccine for Kids Under 5 Imminent #Covid #Fauci https://t.co/eZ11qhmWu0,"['Covid', 'Fauci']",Twitter Web App,False
Carol Perry,,Labels belong on packages and cans not people,2015-11-16 09:45:47,37,88,947,False,2022-01-20 19:04:34,"@SpeakingSatan #COVID deniers should be made to take care of cleaning and getting refreshments for #NHS staff in addition to denial of treatment if that get it
#Consequences","['COVID', 'NHS']",Twitter for Android,False
Mohamed Rifnas Almira,Ampara  Srilanka ,I am the proof that allah..!! Has made my In shaa allah into Alhamdulillah...!!💚,2020-03-23 20:55:43,1418,1904,218021,False,2022-01-20 19:04:17,Omg !! Unbelievable. just paracetamol 🙄 sales worth Rs 567 Cr in india since March 2020 outselling. #paracetamole #Dolo650 #india #pandemic #covid https://t.co/66Wfs3uYuX,['paracetamole'],Twitter for Android,False
David Wood,,"Political Correspondent, ITV News West Country.
Presenter, The West Country Debate",2008-10-08 14:10:06,2481,834,397,True,2022-01-20 19:04:00,"The West Country Debate is back tonight at 10:45 on ITV with 🔵 @Simon4NDorset 🟡 @Wera_Hobhouse 
🔴 @karinsmyth 

We'll discuss #partygate #COVID and #CostOfLiving https://t.co/CsOH8LM6VL",,Twitter Web App,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,46,11,760,False,2022-01-20 19:03:58,Total Covid Death Distribution by County  For AZ   2022-01-18:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/fmwxswgGbw,,smcapplication,False
